Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG132352,,,Other Issue
BKG132354,,,Other Issue
BKG132358,Change of plans,,
BKG132359,,,Other Issue
BKG132364,,,Customer Demand
BKG132368,,Customer related issue,
BKG132371,AC is not working,,
BKG132372,Driver is not moving towards pickup location,,
BKG132373,,,Vehicle Breakdown
BKG132374,,,Customer Demand
BKG132376,,The customer was coughing/sick,
BKG132378,,,Vehicle Breakdown
BKG132379,,,Other Issue
BKG132384,,Customer related issue,
BKG132386,,Customer related issue,
BKG132387,,The customer was coughing/sick,
BKG132390,,,Other Issue
BKG132391,,,Vehicle Breakdown
BKG132392,,Personal & Car related issues,
BKG132393,,More than permitted people in there,
BKG132396,Driver is not moving towards pickup location,,
BKG132397,,,Other Issue
BKG132399,Driver is not moving towards pickup location,,
BKG132403,,Customer related issue,
BKG132404,Driver is not moving towards pickup location,,
BKG132408,,,Other Issue
BKG132410,Wrong Address,,
BKG132411,Change of plans,,
BKG132413,,More than permitted people in there,
BKG132414,,The customer was coughing/sick,
BKG132416,,More than permitted people in there,
BKG132418,Wrong Address,,
BKG132423,,More than permitted people in there,
BKG132427,,The customer was coughing/sick,
BKG132431,,More than permitted people in there,
BKG132434,Driver asked to cancel,,
BKG132441,,,Customer Demand
BKG132443,,The customer was coughing/sick,
BKG132445,,Personal & Car related issues,
BKG132446,Driver asked to cancel,,
BKG132449,,Customer related issue,
BKG132451,,Personal & Car related issues,
BKG132457,,,Vehicle Breakdown
BKG132459,,,Other Issue
BKG132461,,,Vehicle Breakdown
BKG132462,Driver asked to cancel,,
BKG132463,,,Other Issue
BKG132464,,,Customer Demand
BKG132466,,Personal & Car related issues,
BKG132471,,Customer related issue,
BKG132477,,,Vehicle Breakdown
BKG132480,,Personal & Car related issues,
BKG132487,,,Other Issue
BKG132489,,Personal & Car related issues,
BKG132491,,Personal & Car related issues,
BKG132495,,Personal & Car related issues,
BKG132496,,,Vehicle Breakdown
BKG132499,,The customer was coughing/sick,
BKG132501,,,Customer Demand
BKG132510,,Personal & Car related issues,
BKG132516,,,Customer Demand
BKG132521,,,Vehicle Breakdown
BKG132525,,The customer was coughing/sick,
BKG132526,,,Customer Demand
BKG132528,Driver asked to cancel,,
BKG132531,,,Other Issue
BKG132534,,Customer related issue,
BKG132535,,The customer was coughing/sick,
BKG132536,,,Vehicle Breakdown
BKG132537,,,Customer Demand
BKG132541,Driver is not moving towards pickup location,,
BKG132544,,The customer was coughing/sick,
BKG132546,,Personal & Car related issues,
BKG132552,Driver asked to cancel,,
BKG132557,,,Customer Demand
BKG132559,AC is not working,,
BKG132561,,More than permitted people in there,
BKG132562,,The customer was coughing/sick,
BKG132566,Driver asked to cancel,,
BKG132573,,The customer was coughing/sick,
BKG132578,,Personal & Car related issues,
BKG132587,,,Vehicle Breakdown
BKG132596,Driver is not moving towards pickup location,,
BKG132600,Wrong Address,,
BKG132601,,The customer was coughing/sick,
BKG132602,,More than permitted people in there,
BKG132606,,,Customer Demand
BKG132607,,,Other Issue
BKG132610,,The customer was coughing/sick,
BKG132612,,,Other Issue
BKG132614,,Personal & Car related issues,
BKG132617,Driver asked to cancel,,
BKG132623,,,Customer Demand
BKG132625,Change of plans,,
BKG132626,,,Vehicle Breakdown
BKG132634,,,Customer Demand
BKG132638,,,Vehicle Breakdown
BKG132650,,,Other Issue
BKG132654,,Personal & Car related issues,
BKG132658,,Customer related issue,
BKG132666,Driver is not moving towards pickup location,,
BKG132667,,Customer related issue,
BKG132677,AC is not working,,
BKG132678,Change of plans,,
BKG132680,,Customer related issue,
BKG132682,,,Customer Demand
BKG132687,Driver is not moving towards pickup location,,
BKG132689,,The customer was coughing/sick,
BKG132691,AC is not working,,
BKG132693,Driver asked to cancel,,
BKG132695,,,Customer Demand
BKG132696,,Personal & Car related issues,
BKG132697,Driver asked to cancel,,
BKG132704,,Personal & Car related issues,
BKG132705,,,Other Issue
BKG132709,,Customer related issue,
BKG132718,,,Vehicle Breakdown
BKG132724,Wrong Address,,
BKG132725,,More than permitted people in there,
BKG132730,,,Customer Demand
BKG132737,Wrong Address,,
BKG132742,,,Other Issue
BKG132744,,The customer was coughing/sick,
BKG132747,,,Other Issue
BKG132748,,More than permitted people in there,
BKG132749,Driver asked to cancel,,
BKG132752,,,Other Issue
BKG132753,,,Customer Demand
BKG132754,,,Other Issue
BKG132755,,More than permitted people in there,
BKG132757,,,Customer Demand
BKG132763,,,Customer Demand
BKG132765,,Customer related issue,
BKG132767,Driver is not moving towards pickup location,,
BKG132769,,Personal & Car related issues,
BKG132773,Driver is not moving towards pickup location,,
BKG132775,Change of plans,,
BKG132778,Driver is not moving towards pickup location,,
BKG132782,,The customer was coughing/sick,
BKG132783,,,Customer Demand
BKG132785,,,Vehicle Breakdown
BKG132787,,,Vehicle Breakdown
BKG132790,Driver is not moving towards pickup location,,
BKG132791,,,Other Issue
BKG132792,,,Other Issue
BKG132799,Change of plans,,
BKG132800,,Customer related issue,
BKG132803,,,Customer Demand
BKG132804,,More than permitted people in there,
BKG132813,,,Vehicle Breakdown
BKG132815,,The customer was coughing/sick,
BKG132816,,The customer was coughing/sick,
BKG132817,,The customer was coughing/sick,
BKG132819,,More than permitted people in there,
BKG132825,,Personal & Car related issues,
BKG132828,AC is not working,,
BKG132830,,,Other Issue
BKG132831,,The customer was coughing/sick,
BKG132833,,More than permitted people in there,
BKG132838,,,Other Issue
BKG132839,,,Other Issue
BKG132840,AC is not working,,
BKG132841,,Personal & Car related issues,
BKG132851,,Personal & Car related issues,
BKG132855,,More than permitted people in there,
BKG132858,,Customer related issue,
BKG132860,,,Other Issue
BKG132862,,,Customer Demand
BKG132865,,,Vehicle Breakdown
BKG132866,,The customer was coughing/sick,
BKG132867,,Customer related issue,
BKG132868,,Personal & Car related issues,
BKG132870,,,Customer Demand
BKG132873,,Customer related issue,
BKG132874,,Customer related issue,
BKG132876,Wrong Address,,
BKG132879,,Personal & Car related issues,
BKG132880,,Personal & Car related issues,
BKG132882,,Personal & Car related issues,
BKG132886,,,Vehicle Breakdown
BKG132887,,More than permitted people in there,
BKG132891,,More than permitted people in there,
BKG132892,,,Other Issue
BKG132902,,More than permitted people in there,
BKG132904,,,Other Issue
BKG132906,Change of plans,,
BKG132909,,Customer related issue,
BKG132910,,Customer related issue,
BKG132913,,,Customer Demand
BKG132914,,,Customer Demand
BKG132916,Driver is not moving towards pickup location,,
BKG132918,,,Other Issue
BKG132922,,More than permitted people in there,
BKG132923,,Customer related issue,
BKG132925,,,Other Issue
BKG132928,,More than permitted people in there,
BKG132930,Wrong Address,,
BKG132937,,,Customer Demand
BKG132940,AC is not working,,
BKG132941,,Personal & Car related issues,
BKG132946,Wrong Address,,
BKG132948,,,Other Issue
BKG132950,Change of plans,,
BKG132954,,The customer was coughing/sick,
BKG132958,,The customer was coughing/sick,
BKG132959,,Customer related issue,
BKG132962,,More than permitted people in there,
BKG132967,,,Customer Demand
BKG132969,,,Other Issue
BKG132973,,,Customer Demand
BKG132976,,,Customer Demand
BKG132978,,Personal & Car related issues,
BKG132979,,More than permitted people in there,
BKG132985,,The customer was coughing/sick,
BKG132990,Driver is not moving towards pickup location,,
BKG132994,Wrong Address,,
BKG132997,,Personal & Car related issues,
BKG133000,,More than permitted people in there,
BKG133001,,Customer related issue,
BKG133004,Driver is not moving towards pickup location,,
BKG133006,,Customer related issue,
BKG133007,,The customer was coughing/sick,
BKG133010,,,Customer Demand
BKG133013,,,Other Issue
BKG133014,,,Vehicle Breakdown
BKG133020,,,Customer Demand
BKG133022,,Customer related issue,
BKG133025,Driver asked to cancel,,
BKG133028,,More than permitted people in there,
BKG133032,Change of plans,,
BKG133033,,Customer related issue,
BKG133034,,More than permitted people in there,
BKG133035,,,Customer Demand
BKG133036,Change of plans,,
BKG133037,,The customer was coughing/sick,
BKG133038,Wrong Address,,
BKG133040,,The customer was coughing/sick,
BKG133042,Change of plans,,
BKG133044,,,Other Issue
BKG133046,,Customer related issue,
BKG133047,,More than permitted people in there,
BKG133050,,Customer related issue,
BKG133052,Driver asked to cancel,,
BKG133054,Wrong Address,,
BKG133057,Change of plans,,
BKG133058,AC is not working,,
BKG133060,,Personal & Car related issues,
BKG133062,Driver asked to cancel,,
BKG133063,Change of plans,,
BKG133069,,More than permitted people in there,
BKG133070,,Personal & Car related issues,
BKG133071,,Customer related issue,
BKG133072,,Customer related issue,
BKG133073,,Customer related issue,
BKG133076,,Personal & Car related issues,
BKG133082,,Personal & Car related issues,
BKG133084,Change of plans,,
BKG133090,Driver asked to cancel,,
BKG133092,,,Customer Demand
BKG133095,,Customer related issue,
BKG133097,,Personal & Car related issues,
BKG133099,,,Vehicle Breakdown
BKG133102,,Personal & Car related issues,
BKG133104,,The customer was coughing/sick,
BKG133108,,,Other Issue
BKG133112,,,Vehicle Breakdown
BKG133118,,Personal & Car related issues,
BKG133122,,Customer related issue,
BKG133129,,,Vehicle Breakdown
BKG133130,,,Customer Demand
BKG133131,,,Customer Demand
BKG133136,,The customer was coughing/sick,
BKG133137,Driver asked to cancel,,
BKG133138,,Personal & Car related issues,
BKG133145,,The customer was coughing/sick,
BKG133146,Change of plans,,
BKG133147,,Personal & Car related issues,
BKG133149,,Personal & Car related issues,
BKG133150,,Customer related issue,
BKG133152,,,Other Issue
BKG133153,,,Customer Demand
BKG133157,,Personal & Car related issues,
BKG133158,,,Vehicle Breakdown
BKG133159,,,Other Issue
BKG133161,,The customer was coughing/sick,
BKG133162,Driver asked to cancel,,
BKG133166,,Customer related issue,
BKG133168,,,Other Issue
BKG133172,Change of plans,,
BKG133174,,More than permitted people in there,
BKG133178,,The customer was coughing/sick,
BKG133180,,More than permitted people in there,
BKG133183,,,Vehicle Breakdown
BKG133184,AC is not working,,
BKG133187,,,Customer Demand
BKG133191,,,Customer Demand
BKG133192,Driver is not moving towards pickup location,,
BKG133193,,The customer was coughing/sick,
BKG133194,Change of plans,,
BKG133195,,,Vehicle Breakdown
BKG133198,,,Customer Demand
BKG133199,,Personal & Car related issues,
BKG133202,,,Customer Demand
BKG133206,,More than permitted people in there,
BKG133210,,,Other Issue
BKG133211,,The customer was coughing/sick,
BKG133212,Wrong Address,,
BKG133213,,The customer was coughing/sick,
BKG133215,,The customer was coughing/sick,
BKG133222,,Personal & Car related issues,
BKG133223,Change of plans,,
BKG133224,,Customer related issue,
BKG133228,,The customer was coughing/sick,
BKG133232,,More than permitted people in there,
BKG133235,,Customer related issue,
BKG133237,Change of plans,,
BKG133240,Driver is not moving towards pickup location,,
BKG133241,,,Customer Demand
BKG133244,,Customer related issue,
BKG133247,,Personal & Car related issues,
BKG133248,,,Customer Demand
BKG133252,,,Customer Demand
BKG133253,,The customer was coughing/sick,
BKG133254,,,Vehicle Breakdown
BKG133255,,,Customer Demand
BKG133257,,,Other Issue
BKG133260,,Personal & Car related issues,
BKG133262,,,Customer Demand
BKG133263,,,Other Issue
BKG133264,,The customer was coughing/sick,
BKG133265,AC is not working,,
BKG133267,,Customer related issue,
BKG133270,,Personal & Car related issues,
BKG133271,,,Other Issue
BKG133276,,,Customer Demand
BKG133278,,More than permitted people in there,
BKG133285,,,Other Issue
BKG133286,,The customer was coughing/sick,
BKG133288,,More than permitted people in there,
BKG133290,,,Customer Demand
BKG133291,,,Other Issue
BKG133292,,,Other Issue
BKG133294,Driver is not moving towards pickup location,,
BKG133295,Driver is not moving towards pickup location,,
BKG133296,,,Customer Demand
BKG133298,,,Vehicle Breakdown
BKG133300,,,Other Issue
BKG133301,,,Other Issue
BKG133303,,The customer was coughing/sick,
BKG133304,,,Customer Demand
BKG133309,Driver is not moving towards pickup location,,
BKG133313,,,Other Issue
BKG133315,Driver asked to cancel,,
BKG133318,,,Vehicle Breakdown
BKG133319,AC is not working,,
BKG133323,,More than permitted people in there,
BKG133324,,The customer was coughing/sick,
BKG133327,,,Vehicle Breakdown
BKG133331,,More than permitted people in there,
BKG133332,,,Vehicle Breakdown
BKG133336,,,Vehicle Breakdown
BKG133338,,,Other Issue
BKG133339,,The customer was coughing/sick,
BKG133340,,Customer related issue,
BKG133341,,,Other Issue
BKG133345,,Personal & Car related issues,
BKG133347,,More than permitted people in there,
BKG133348,Change of plans,,
BKG133350,,More than permitted people in there,
BKG133352,,The customer was coughing/sick,
BKG133355,Driver is not moving towards pickup location,,
BKG133356,Wrong Address,,
BKG133367,Wrong Address,,
BKG133368,,,Other Issue
BKG133370,,The customer was coughing/sick,
BKG133379,,The customer was coughing/sick,
BKG133380,,More than permitted people in there,
BKG133381,,,Other Issue
BKG133384,,,Customer Demand
BKG133387,,Customer related issue,
BKG133390,,,Other Issue
BKG133395,Driver asked to cancel,,
BKG133396,Wrong Address,,
BKG133401,,,Customer Demand
BKG133407,AC is not working,,
BKG133411,,,Other Issue
BKG133412,,The customer was coughing/sick,
BKG133416,,More than permitted people in there,
BKG133421,,Personal & Car related issues,
BKG133422,,,Vehicle Breakdown
BKG133432,AC is not working,,
BKG133440,Wrong Address,,
BKG133449,,The customer was coughing/sick,
BKG133450,,Customer related issue,
BKG133452,,,Vehicle Breakdown
BKG133455,,More than permitted people in there,
BKG133463,,Customer related issue,
BKG133464,,,Other Issue
BKG133468,,Personal & Car related issues,
BKG133471,,,Other Issue
BKG133474,,The customer was coughing/sick,
BKG133476,,,Customer Demand
BKG133477,,,Customer Demand
BKG133478,,Personal & Car related issues,
BKG133479,,Customer related issue,
BKG133481,,,Customer Demand
BKG133483,,More than permitted people in there,
BKG133484,Change of plans,,
BKG133487,,More than permitted people in there,
BKG133492,,Personal & Car related issues,
BKG133493,,More than permitted people in there,
BKG133494,,,Other Issue
BKG133495,,,Vehicle Breakdown
BKG133497,,The customer was coughing/sick,
BKG133498,Wrong Address,,
BKG133501,,,Customer Demand
BKG133504,Change of plans,,
BKG133505,,,Vehicle Breakdown
BKG133506,,,Vehicle Breakdown
BKG133511,,,Vehicle Breakdown
BKG133513,Change of plans,,
BKG133514,,More than permitted people in there,
BKG133520,,More than permitted people in there,
BKG133525,,The customer was coughing/sick,
BKG133527,,,Other Issue
BKG133529,,The customer was coughing/sick,
BKG133532,,,Other Issue
BKG133533,,The customer was coughing/sick,
BKG133534,,,Vehicle Breakdown
BKG133536,,,Other Issue
BKG133543,,,Other Issue
BKG133544,,,Vehicle Breakdown
BKG133545,,Customer related issue,
BKG133549,,The customer was coughing/sick,
BKG133550,,The customer was coughing/sick,
